sleep_id,sleep_score_id,data_source,score_utc_offset,score_time,overall_score,duration_score,composition_score,revitalization_score,sleep_time_minutes,deep_sleep_minutes,rem_sleep_percent,resting_heart_rate,sleep_goal_minutes,waso_count_long_wakes,waso_count_all_wake_time,restlessness_normalized,hr_below_resting_hr,sleep_score_created,sleep_score_last_updated
1060824355583988128,7622195884943234856,DERIVED,+02:00,2026-05-29 05:42:00+0000,76.241426738659783,-1,-1,-1,362,116,14.768460575719649,54,480,3.6666666666666661,30,0.09,0.75920852359208524,2026-05-29 07:17:29+0000,2026-05-29 07:17:29+0000
1350526720127686952,383216814734279000,DERIVED,+02:00,2026-05-07 05:34:00+0000,84.328971422189326,-1,-1,-1,373,106,24.254215304798961,57,480,0,8,0.098445595854922283,0.86691729323308275,2026-05-09 15:22:45+0000,2026-05-09 15:22:45+0000
138087493414795856,4280419543544544568,DERIVED,+02:00,2026-05-19 08:27:00+0000,87.377903666973978,-1,-1,-1,440,106,27.502750275027502,59,480,0,10,0.093406593406593408,0.83155665372396748,2026-05-21 07:52:33+0000,2026-05-21 07:52:33+0000
1404566395545335480,8936187893197842432,DERIVED,+02:00,2026-05-09 06:03:00+0000,84.643379785036544,-1,-1,-1,390,99,24.65923172242875,54,480,1.5,7,0.096534653465346537,0.86006273398765554,2026-05-09 15:22:45+0000,2026-05-09 15:22:45+0000
1639471308084387904,2922112819312596840,DERIVED,+02:00,2026-05-27 05:46:00+0000,83.778371684155545,-1,-1,-1,381,84,29.705505761843789,57,480,0,7,0.088235294117647065,0.79774481917919549,2026-05-27 14:45:11+0000,2026-05-27 14:45:11+0000
1649494769714114536,1240007085703354744,DERIVED,+02:00,2026-05-28 07:54:00+0000,76.777087611666673,-1,-1,-1,336,89,23.150684931506849,55,480,6,23,0.099863201094391243,0.72174258211769371,2026-05-28 13:40:38+0000,2026-05-28 13:40:38+0000
2057554620831992616,5055445281137181352,DERIVED,+02:00,2026-05-19 07:30:00+0000,81.478301761286062,-1,-1,-1,419,109,19.763694951664878,59,480,10.833333333333336,41,0.097639484978540775,0.85117411450561531,2026-05-21 07:52:33+0000,2026-05-21 07:52:33+0000
2343079758052404968,8613506257325980872,DERIVED,+02:00,2026-05-22 05:49:30+0000,75.458248389362979,-1,-1,-1,365,94,14.079422382671479,58,480,10,44,0.079326923076923073,0.92875777643989565,2026-05-22 05:54:52+0000,2026-05-22 05:54:52+0000
246863695243355992,3751427525870634144,DERIVED,+02:00,2026-05-07 05:48:30+0000,75.726119092409817,-1,-1,-1,339,75,18.823529411764707,57,480,6.3333333333333339,34,0.097911227154047,0.83625309150865623,2026-05-09 15:22:45+0000,2026-05-09 15:22:45+0000
2544212244493712000,2026631607531007000,DERIVED,+02:00,2026-05-21 06:15:00+0000,69.7448761262904,-1,-1,-1,243,64,24.712643678160919,60,480,1.5,15,0.055449330783938815,0.64909528292019658,2026-05-21 07:52:33+0000,2026-05-21 07:52:33+0000
