sleep_id,sleep_stage_id,sleep_stage_type,start_utc_offset,sleep_stage_start,end_utc_offset,sleep_stage_end,data_source,algorithm_version,sleep_stage_created,sleep_stage_last_updated
1042390815284370136,1070424891504887248,LIGHT,+02:00,2026-05-18 17:02:00+0000,+02:00,2026-05-18 17:02:30+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,1072374704292469992,AWAKE,+02:00,2026-05-18 15:39:00+0000,+02:00,2026-05-18 15:39:30+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,1426022171196953480,LIGHT,+02:00,2026-05-18 15:39:30+0000,+02:00,2026-05-18 15:42:00+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,1752946794389051160,DEEP,+02:00,2026-05-18 15:10:30+0000,+02:00,2026-05-18 15:39:00+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,2591768174699395376,LIGHT,+02:00,2026-05-18 16:33:00+0000,+02:00,2026-05-18 16:47:00+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,3389070123650925136,AWAKE,+02:00,2026-05-18 15:42:00+0000,+02:00,2026-05-18 15:43:00+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,3436397553723157048,AWAKE,+02:00,2026-05-18 14:45:00+0000,+02:00,2026-05-18 14:56:30+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,3768320838008054096,AWAKE,+02:00,2026-05-18 17:21:30+0000,+02:00,2026-05-18 17:22:00+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,3868494332510182832,LIGHT,+02:00,2026-05-18 16:48:00+0000,+02:00,2026-05-18 16:57:00+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,427565419021690552,LIGHT,+02:00,2026-05-18 16:04:30+0000,+02:00,2026-05-18 16:20:00+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,4776439231184344232,LIGHT,+02:00,2026-05-18 17:22:00+0000,+02:00,2026-05-18 17:23:00+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,4844268003736490328,LIGHT,+02:00,2026-05-18 15:43:00+0000,+02:00,2026-05-18 15:50:30+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,4957602940712204672,AWAKE,+02:00,2026-05-18 16:04:00+0000,+02:00,2026-05-18 16:04:30+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,5458688249967477904,REM,+02:00,2026-05-18 16:59:30+0000,+02:00,2026-05-18 17:02:00+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,5513624599342732032,LIGHT,+02:00,2026-05-18 17:03:30+0000,+02:00,2026-05-18 17:21:30+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,6030461222874839392,AWAKE,+02:00,2026-05-18 16:32:00+0000,+02:00,2026-05-18 16:33:00+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,6222900751348639632,LIGHT,+02:00,2026-05-18 16:57:30+0000,+02:00,2026-05-18 16:59:30+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,7150823349898826912,AWAKE,+02:00,2026-05-18 16:57:00+0000,+02:00,2026-05-18 16:57:30+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,724925382904999792,AWAKE,+02:00,2026-05-18 17:02:30+0000,+02:00,2026-05-18 17:03:30+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,7782069176791113832,AWAKE,+02:00,2026-05-18 15:00:00+0000,+02:00,2026-05-18 15:01:00+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,7995371581816268304,AWAKE,+02:00,2026-05-18 16:47:00+0000,+02:00,2026-05-18 16:48:00+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,853840084213725640,DEEP,+02:00,2026-05-18 16:20:00+0000,+02:00,2026-05-18 16:32:00+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,8646871898546928648,LIGHT,+02:00,2026-05-18 14:56:30+0000,+02:00,2026-05-18 15:00:00+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,8799677046500585560,AWAKE,+02:00,2026-05-18 17:23:00+0000,+02:00,2026-05-18 17:29:00+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,9155225983769166816,REM,+02:00,2026-05-18 15:50:30+0000,+02:00,2026-05-18 16:04:00+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
1042390815284370136,9202688309116354192,LIGHT,+02:00,2026-05-18 15:01:00+0000,+02:00,2026-05-18 15:10:30+0000,DERIVED,sleep_stages_v2,2026-05-18 18:02:47+0000,2026-05-18 18:02:47+0000
